site_name,reporting_area,latitude,longitude,p450,sod,shell,ci1,ci2,ci3,ibr1bio,ibr1morph,ibr1overall,1_7_dimethylphenanthrene,2_3_5_trimethylnaphthalene,2_6_dimethylnaphthalene,2_methylnaphthalene,3_methylphenanthrene,9_methylphenanthrene,acenaphthene,acenaphthylene,aldrin,alpha_chlordane,alpha_hexachlorocyclohexane,anthracene,BDE028,BDE047,BDE049,BDE066,BDE085,BDE099,BDE100,BDE153,BDE154,BDE155,BDE183,benz_a_anthracene,benzo_a_pyrene,benzo_b_fluoranthene,benzo_e_pyrene,benzo_ghi_perylene,benzo_k_fluoranthene,beta_chlordane,beta_hexachlorocyclohexane,Br5DE04,Br5DE05,Br6DE01,Br7DE01,C1_benzanthracenes_chrysenes,C1_dibenzothiophenes,C1_fluoranthenes_pyrenes,C1_fluorenes,C1_naphthalenes,C1_phenanthrenes_anthracenes,C2_benzanthracenes_chrysenes,C2_dibenzothiophenes,C2_fluoranthenes_pyrenes,C2_fluorenes,C2_naphthalenes,C2_phenanthrenes_anthracenes,C3_benzanthracenes_chrysenes,C3_dibenzothiophenes,C3_fluoranthenes_pyrenes,C3_fluorenes,C3_naphthalenes,C3_phenanthrenes_anthracenes,C4_benzanthracenes_chrysenes,C4_dibenzothiophenes,C4_fluoranthenes_pyrenes,C4_naphthalenes,C4_phenanthrenes_anthracenes,chrysene,cis_nonachlor,dibenz_ah_anthracene,dibenzothiophene,dieldrin,Endosulfan_1,fluoranthene,fluorene,gamma_hexachlorocyclohexane,heptachlor,heptachlor_epoxide,hexachlorobenzene,indeno_123cd_pyrene,mirex,naphthalene,nonachlor3,opDDD,opDDE,opDDT,Oxychlordane,PCB011,PCB017,PCB018,PCB028,PCB031,PCB033,PCB044,PCB049,PCB052,PCB066,PCB070,PCB074,PCB082,PCB087,PCB095,PCB099,PCB101,PCB105,PCB110,PCB118,PCB128,PCB138,PCB149,PCB151,PCB153,PCB156,PCB158,PCB170,PCB171,PCB177,PCB180,PCB183,PCB187,PCB191,PCB194,PCB195,PCB198,PCB199,PCB205,PCB206,PCB208,PCB209,perylene,phenanthrene,ppDDD,ppDDE,ppDDT,pyrene,Retene,trans_Nonachlor
Locust Beach,7,48.77636877,-122.5378679,0.07026993,-0.864109006,1.799088976,-0.478807019,1.468687952,-1.809627717,-0.396919538,-0.898744852,-0.647832195,-4.352148715,-4.288146528,-4.352148715,-4.352148715,-4.352148715,-4.352148715,-4.352148715,-4.352148715,-1.28004374,-1.28004374,-1.216041553,-4.352148715,-1.408048114,-1.472050301,-1.472050301,-1.472050301,-1.472050301,-1.408048114,-1.472050301,-1.28004374,-1.472050301,-1.408048114,-1.152039366,-4.416150902,-4.480153089,-4.480153089,-4.416150902,-4.416150902,-4.480153089,-1.408048114,-0.768026244,-1.472050301,-1.472050301,-1.472050301,-1.152039366,-3.200109349,-4.352148715,-4.352148715,-4.352148715,-4.416150902,12.8004374,-3.200109349,-4.352148715,-4.352148715,-4.352148715,10.24034992,17.28059049,-3.200109349,-4.352148715,-4.352148715,-4.352148715,12.16041553,8.960306178,-3.200109349,-4.352148715,-4.352148715,5.440185894,17.92061236,5.568190268,-1.472050301,-4.416150902,-4.288146528,1.408048114,-1.28004374,13.44045927,-4.288146528,-1.216041553,-1.28004374,-1.344045927,-1.408048114,-4.480153089,-1.408048114,17.92061236,-1.408048114,-1.472050301,-1.408048114,-1.408048114,-1.472050301,-1.408048114,-1.408048114,1.600054675,1.92006561,1.92006561,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,1.856063423,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,1.728059049,1.472050301,2.176074358,2.176074358,-1.408048114,2.944100601,-1.408048114,-1.408048114,2.624089666,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-1.408048114,-4.480153089,18.56063423,-1.408048114,2.816096227,1.536052488,8.320284308,35.20120284,-1.408048114
Madrona Pont,10,47.57995505,-122.6786,4.258804518,-1.082726471,4.400848419,-0.86860504,-2.344511042,-2.068145963,1.588039024,-0.602934911,0.492552056,5.001997961,-3.555637105,-3.555637105,-3.495372069,4.941732926,-3.555637105,-3.615902141,-3.555637105,-1.084770642,-1.084770642,-1.024505607,-3.555637105,-1.205300714,1.627155963,-1.265565749,-1.265565749,-1.265565749,-1.205300714,-1.265565749,-1.084770642,-1.265565749,-1.205300714,-1.024505607,4.760937819,-3.676167176,9.642405708,7.834454638,-3.615902141,10.24505607,-1.205300714,-0.662915392,-1.265565749,-1.265565749,-1.265565749,-1.024505607,6.629153925,-3.555637105,8.437104995,-3.555637105,-3.555637105,16.87420999,5.905973496,-3.555637105,5.544383282,-3.555637105,7.834454638,24.10601427,-2.591396534,-3.555637105,5.122528033,-3.555637105,11.45035678,21.69541284,-2.591396534,-3.555637105,-3.555637105,4.88146789,15.06625892,15.06625892,-1.265565749,-3.615902141,-3.495372069,-0.964240571,-1.084770642,24.70866463,-3.555637105,-1.024505607,-1.084770642,-1.145035678,-1.205300714,-3.676167176,-1.205300714,16.27155963,-1.205300714,-1.265565749,-1.205300714,-1.205300714,-1.265565749,-1.205300714,-1.205300714,1.265565749,1.627155963,1.627155963,-1.205300714,-1.205300714,-1.205300714,2.109276249,1.325830785,2.22980632,-1.205300714,-1.205300714,-1.205300714,2.350336391,2.772191641,4.760937819,1.928481142,3.555637105,4.580142712,1.446360856,7.231804281,3.856962283,-1.205300714,7.834454638,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,2.470866463,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-1.205300714,-3.676167176,19.28481142,-1.205300714,2.591396534,-1.084770642,15.66890928,15.66890928,-1.205300714
"Manchester, Stormwater Outfall",10,47.55622,-122.54281,4.887609157,-1.23195301,0,0.448114261,1.45521375,0.775554736,1.827828073,-0.449869494,0.68897929,5.541320358,-3.899447659,-3.899447659,4.104681746,6.772724882,-3.899447659,-3.967859022,-3.967859022,-1.231404524,-1.231404524,-1.162993161,4.788795371,-1.368227249,1.983929511,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.231404524,-1.368227249,-1.368227249,-1.094581799,12.99815886,-3.625802209,10.26170437,7.525249868,-3.557390847,11.62993161,-1.368227249,-0.752524987,-1.368227249,-1.368227249,-1.368227249,-1.094581799,8.209363493,-3.899447659,14.36638611,-3.899447659,4.104681746,23.25986323,4.788795371,-3.899447659,6.841136244,4.241504471,10.26170437,29.41688585,-2.462809048,-3.899447659,4.720384008,5.130852183,13.68227249,22.57574961,-2.462809048,-3.899447659,-3.899447659,6.635902157,15.05049974,22.57574961,-1.368227249,-3.625802209,-3.899447659,-1.094581799,-1.231404524,43.09915834,-3.899447659,-1.162993161,-1.231404524,-1.299815886,-1.368227249,-3.625802209,-1.368227249,26.68043135,-1.368227249,-1.436638611,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,1.915518148,2.325986323,2.394397685,1.641872699,-1.368227249,-1.368227249,1.710284061,-1.368227249,1.641872699,-1.368227249,-1.368227249,-1.368227249,1.641872699,1.641872699,2.941688585,1.915518148,3.146922672,3.35215676,-1.368227249,5.267674908,2.873277223,-1.368227249,5.062440821,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,1.505049974,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-1.368227249,-3.625802209,32.15334035,-1.368227249,2.394397685,-1.231404524,25.3122041,19.83929511,-1.368227249
Maple Hollow Park,13,47.30008,-122.74566,9.565095314,-1.069146705,3.736569412,1.820080526,0.350329236,-0.560122865,4.247974304,-0.335951297,1.956011503,3.991358025,-3.271604938,-3.271604938,3.598765432,3.664197531,-3.271604938,-3.337037037,-3.271604938,-0.981481481,-0.981481481,-0.981481481,-3.271604938,-1.177777778,1.57037037,-1.177777778,-1.177777778,-1.177777778,-1.112345679,-1.177777778,-0.981481481,-1.177777778,-1.112345679,-0.916049383,4.318518519,-3.20617284,4.907407407,-3.140740741,-3.140740741,6.085185185,-1.177777778,-0.628148148,-1.177777778,-1.177777778,-1.177777778,-0.916049383,3.795061728,-3.271604938,5.954320988,-3.271604938,3.598765432,13.08641975,-2.355555556,-3.271604938,-3.271604938,-3.271604938,7.197530864,17.66666667,-2.355555556,-3.271604938,-3.271604938,-3.271604938,8.50617284,9.814814815,-2.355555556,-3.271604938,-3.271604938,3.402469136,12.43209877,12.43209877,-1.177777778,-3.140740741,-3.271604938,-0.916049383,-0.981481481,17.66666667,-3.271604938,-0.981481481,-0.981481481,-1.04691358,-1.112345679,-3.20617284,-1.177777778,17.01234568,-1.112345679,-1.177777778,-1.177777778,-1.177777778,-1.177777778,-1.112345679,-1.112345679,2.028395062,2.09382716,2.420987654,1.57037037,-1.112345679,-1.112345679,1.57037037,-1.112345679,1.374074074,-1.177777778,-1.112345679,-1.112345679,1.439506173,1.504938272,2.748148148,1.635802469,2.682716049,3.075308642,-1.177777778,4.383950617,2.159259259,-1.112345679,4.318518519,-1.112345679,-1.177777778,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,1.177777778,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-1.112345679,-3.20617284,17.01234568,-1.112345679,1.504938272,-1.04691358,9.814814815,21.59259259,-1.112345679
Maristone Island,9,48.018127,-122.699524,2.180726701,-0.921546386,2.057419701,0.130955766,1.172255521,-0.315966744,0.629590158,-0.400601314,0.114494422,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.79775659,-4.79775659,-1.269994391,-1.269994391,-1.199439148,-4.79775659,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.269994391,-1.411104879,-1.411104879,-1.128883904,-5.15053281,-5.221088054,-5.221088054,-5.15053281,-5.15053281,-5.221088054,-1.411104879,-0.776107684,-1.411104879,-1.411104879,-1.411104879,-1.128883904,-3.598317443,-4.727201346,-4.727201346,-4.727201346,-4.727201346,10.5832866,-3.598317443,-4.727201346,-4.727201346,-4.727201346,9.877734156,13.40549635,-3.598317443,-4.727201346,-4.727201346,-4.727201346,10.5832866,7.761076837,-3.598317443,-4.727201346,-4.727201346,7.055524397,5.926640494,6.843858665,-1.411104879,-5.15053281,-4.727201346,-1.128883904,-1.269994391,11.28883904,-4.727201346,-1.199439148,-1.269994391,-1.269994391,-1.411104879,-5.221088054,-1.411104879,28.92765003,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,2.187212563,2.328323051,2.822209759,2.046102075,-1.411104879,-1.411104879,1.622770611,-1.411104879,3.809983174,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,2.046102075,1.411104879,2.539988783,2.681099271,-1.411104879,3.245541223,1.552215367,-1.411104879,2.963320247,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-1.411104879,-5.221088054,17.63881099,-1.411104879,1.340549635,-1.269994391,5.573864274,9.877734156,-1.411104879
"Meyer's Point, Henderson Inlet",13,47.11795,-122.83359,-0.034363708,0.351229748,4.041030623,1.502410484,-0.067371007,-0.215431871,0.15843302,-0.767106356,-0.304336668,-5.650373134,-5.650373134,-5.650373134,-6.170802239,-5.650373134,-5.650373134,-5.724720149,-5.724720149,-1.115205224,-1.115205224,-1.115205224,-5.724720149,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.189552239,-1.338246269,-1.338246269,-1.040858209,-5.724720149,-5.724720149,-5.724720149,-5.724720149,-5.650373134,-5.799067164,-1.338246269,-0.721166045,-1.338246269,-1.338246269,-1.338246269,-1.040858209,-3.940391791,-5.650373134,6.616884328,-5.650373134,-6.170802239,15.61287313,-3.940391791,-5.650373134,-5.650373134,-5.650373134,11.89552239,19.33022388,-3.940391791,-5.650373134,-5.650373134,-5.650373134,12.63899254,10.40858209,-3.940391791,-5.650373134,-5.650373134,7.434701493,8.921641791,10.40858209,-1.338246269,-5.724720149,-5.576026119,-1.040858209,-1.115205224,21.56063433,-5.650373134,-1.115205224,-1.115205224,-1.189552239,-1.338246269,-5.724720149,-1.338246269,40.89085821,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,-1.338246269,1.412593284,3.196921642,2.602145522,3.345615672,2.081716418,1.561287313,-1.338246269,2.007369403,1.486940299,4.386473881,-1.338246269,-1.338246269,1.338246269,1.635634328,1.784328358,3.048227612,1.709981343,3.048227612,3.568656716,-1.338246269,4.68386194,2.230410448,-1.338246269,4.237779851,-1.338246269,-1.338246269,-1.263899254,-1.338246269,-1.338246269,-1.338246269,-1.263899254,-1.338246269,-1.338246269,-1.338246269,-1.263899254,-1.263899254,-1.338246269,-1.263899254,-1.263899254,-1.338246269,-1.338246269,-5.724720149,19.33022388,-1.338246269,1.412593284,-1.189552239,14.86940299,15.61287313,-1.338246269
Miller Creek,11,47.4436,-122.360316,12.2611726,-1.150440884,4.760666214,0.474203105,-0.444648646,-0.30160462,5.555365856,0.549283796,3.052324826,6.354713732,-3.55863969,-3.55863969,3.685733965,5.337959535,-3.55863969,-3.622186827,-3.622186827,-1.016754197,1.270942746,-1.016754197,-3.622186827,-1.207395609,2.668979768,-1.207395609,-1.207395609,-1.207395609,1.715772708,-1.207395609,-1.016754197,-1.207395609,-1.207395609,-0.95320706,9.532070598,-3.431545415,7.625656479,4.194111063,-3.367998278,8.261127852,-1.207395609,-0.635471373,-1.207395609,-1.207395609,-1.207395609,-0.95320706,6.990185105,-3.55863969,9.532070598,-3.55863969,3.685733965,19.0641412,4.575393887,-3.55863969,5.46505381,3.812828239,8.896599225,27.32526905,-2.541885493,-3.55863969,4.130563926,4.829582437,11.43848472,20.33508394,-2.541885493,-3.55863969,-3.55863969,3.939922514,19.0641412,18.42866982,-1.207395609,-3.367998278,-3.55863969,1.080301334,-1.016754197,27.32526905,-3.55863969,-1.016754197,-1.016754197,-1.080301334,-1.207395609,-3.431545415,-1.207395609,17.15772708,-1.207395609,-1.207395609,-1.207395609,-1.207395609,-1.207395609,-1.207395609,-1.143848472,2.923168317,2.541885493,2.923168317,1.969961257,-1.207395609,-1.207395609,1.842866982,1.334489884,1.842866982,-1.207395609,-1.207395609,1.270942746,1.588678433,1.588678433,3.177356866,1.842866982,3.367998278,3.431545415,-1.207395609,4.829582437,2.541885493,-1.207395609,4.638941025,-1.207395609,-1.207395609,-1.143848472,-1.207395609,-1.207395609,-1.207395609,-1.143848472,-1.207395609,-1.207395609,-1.207395609,-1.143848472,-1.143848472,-1.207395609,-1.143848472,-1.143848472,-1.207395609,-1.207395609,-3.431545415,27.96074042,1.334489884,2.414791218,-1.080301334,13.34489884,27.96074042,-1.207395609
Minter Bay,13,47.3539722,-122.69175,5.170821767,-1.017074171,6.891894694,2.159235497,-2.870004897,-1.12024573,2.076873798,0.653993693,1.365433746,-3.684285714,-3.684285714,-3.684285714,-3.618494898,3.881658163,-3.684285714,-3.750076531,-3.684285714,-1.052653061,-1.052653061,-1.052653061,-3.684285714,-1.25002551,1.644770408,-1.25002551,-1.25002551,-1.25002551,1.25002551,-1.25002551,-1.052653061,-1.25002551,-1.25002551,-0.986862245,4.079030612,-3.618494898,4.079030612,-3.618494898,-3.552704082,6.579081633,-1.25002551,-0.657908163,-1.25002551,-1.25002551,-1.25002551,-0.986862245,3.618494898,-3.684285714,5.921173469,-3.684285714,-3.618494898,12.5002551,-2.697423469,-3.684285714,-3.684285714,-3.684285714,6.4475,15.78979592,-2.697423469,-3.684285714,-3.684285714,-3.684285714,7.894897959,8.552806122,-2.697423469,-3.684285714,-3.684285714,-3.684285714,9.868622449,13.81607143,-1.25002551,-3.618494898,-3.618494898,-0.986862245,-1.052653061,19.7372449,-3.684285714,-1.052653061,-1.052653061,-1.118443878,-1.25002551,-3.618494898,-1.25002551,16.44770408,-1.25002551,-1.25002551,-1.25002551,-1.25002551,-1.25002551,-1.25002551,-1.184234694,1.25002551,1.578979592,1.842142857,1.315816327,-1.25002551,-1.25002551,1.381607143,-1.25002551,1.315816327,-1.25002551,-1.25002551,-1.184234694,1.381607143,1.644770408,2.631632653,1.381607143,2.236887755,2.763214286,-1.25002551,4.276403061,2.236887755,-1.25002551,4.342193878,-1.25002551,-1.25002551,-1.184234694,-1.25002551,-1.25002551,-1.25002551,-1.184234694,-1.25002551,-1.25002551,-1.25002551,-1.184234694,-1.184234694,-1.25002551,-1.184234694,-1.184234694,-1.25002551,-1.184234694,-3.618494898,18.42142857,-1.25002551,1.710561224,-1.118443878,9.868622449,16.44770408,-1.25002551
Mukilteo,8.2,47.94968,-122.30158,5.786854723,-0.668795088,4.096387207,-0.518707603,-0.256009827,-1.163332104,2.559029818,-1.763309597,0.397860111,6.214554812,-4.272506433,-4.337241379,-4.143036541,7.768193515,-4.337241379,-4.401976325,-4.337241379,-1.100494081,-1.100494081,-1.035759135,7.768193515,-1.229963973,1.747843541,-1.229963973,-1.294698919,-1.229963973,1.294698919,-1.229963973,-1.100494081,-1.229963973,-1.229963973,-1.035759135,14.88903757,-4.401976325,9.062892434,6.473494596,-4.337241379,12.29963973,-1.229963973,-0.712084406,-1.229963973,-1.229963973,-1.229963973,-1.035759135,8.415542975,-4.337241379,18.12578487,4.401976325,-4.143036541,30.4254246,4.855120947,-4.337241379,7.120844056,4.725651055,11.00494081,33.6621719,-2.783602676,-4.337241379,-4.337241379,4.596181163,18.12578487,26.54132784,-2.783602676,-4.337241379,-4.337241379,10.35759135,21.36253217,22.65723109,-1.229963973,-4.337241379,-4.272506433,-0.971024189,-1.100494081,49.19855893,4.919855893,-1.035759135,-1.100494081,-1.165229027,-1.229963973,-4.401976325,-1.229963973,23.95193001,-1.229963973,-1.294698919,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,2.136253217,2.200988163,2.265723109,1.553638703,-1.229963973,-1.229963973,1.488903757,-1.229963973,1.553638703,-1.229963973,-1.229963973,-1.229963973,1.424168811,-1.229963973,2.265723109,1.488903757,2.589397838,2.71886773,-1.229963973,3.754626866,1.877313433,-1.229963973,3.495687082,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,-1.229963973,5.890880082,42.72506433,-1.229963973,1.942048379,-1.100494081,35.60422028,34.30952136,-1.229963973
N Avenue Park,7,48.52108,-122.61531,4.031193324,-1.494998105,4.788344506,1.9689404,-0.552442257,-0.086172749,1.268097609,-0.159855435,0.554121087,30.93275434,5.969478908,5.969478908,-5.318263027,42.87171216,29.30471464,8.682878412,-3.310347395,-1.085359801,-1.085359801,-1.085359801,17.90843672,-1.248163772,1.845111663,-1.248163772,-1.302431762,-1.248163772,1.465235732,-1.248163772,-1.139627792,-1.302431762,-1.248163772,-1.031091811,70.5483871,17.36575682,81.40198511,59.69478908,12.48163772,75.9751861,-1.248163772,1.031091811,-1.248163772,-1.248163772,-1.302431762,-1.031091811,40.70099256,7.05483871,86.82878412,14.65235732,-5.318263027,130.2431762,32.01811414,14.10967742,46.67047146,46.12779156,16.28039702,227.9255583,20.07915633,22.79255583,36.90223325,81.40198511,86.82878412,195.3647643,7.59751861,23.33523573,16.28039702,97.68238213,97.68238213,70.5483871,-1.248163772,4.992655087,5.969478908,-0.976823821,-1.085359801,249.6327543,11.93895782,-1.031091811,-1.085359801,-1.139627792,-1.248163772,14.65235732,-1.248163772,5.426799007,-1.248163772,2.550595533,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,1.573771712,1.736575682,1.899379653,1.248163772,-1.248163772,-1.248163772,1.302431762,-1.248163772,1.302431762,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,2.170719603,1.465235732,2.387791563,2.767667494,-1.248163772,3.690223325,1.628039702,-1.248163772,3.201811414,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,-1.248163772,10.85359801,113.9627792,4.178635236,3.473151365,-1.139627792,151.9503722,27.13399504,-1.248163772
North Camano,8.1,48.255358,-122.507014,9.129837744,-1.588162005,3.57049966,-0.612320514,-0.107793611,-0.904813859,3.77083787,-0.03836375,1.866237059,4.380072993,-3.49136253,-3.49136253,-3.618321168,4.443552311,-3.49136253,-3.554841849,-3.49136253,-1.333065693,-1.333065693,-1.269586375,-3.49136253,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.333065693,-1.52350365,-1.52350365,-1.269586375,-3.047007299,-3.047007299,-3.047007299,-3.047007299,-3.047007299,3.935717762,-1.52350365,-0.825231144,-1.52350365,-1.52350365,-1.52350365,-1.269586375,-2.475693431,-3.49136253,4.760948905,-3.49136253,-3.618321168,14.60024331,-2.475693431,-3.49136253,-3.49136253,-3.49136253,7.617518248,20.94817518,-2.475693431,-3.49136253,-3.49136253,-3.49136253,9.52189781,11.42627737,-2.475693431,-3.49136253,-3.49136253,5.840097324,16.50462287,8.887104623,-1.52350365,-3.047007299,-3.427883212,-1.206107056,-1.333065693,20.94817518,-3.427883212,-1.269586375,-1.333065693,-1.396545012,-1.52350365,-3.047007299,-1.52350365,3.618321168,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,1.586982968,1.650462287,1.586982968,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,1.967858881,-1.52350365,2.221776156,2.285255474,-1.52350365,2.920048662,1.586982968,-1.52350365,2.920048662,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,-1.52350365,3.237445255,19.04379562,-1.52350365,2.920048662,1.396545012,12.69586375,36.18321168,-1.52350365
Oak Bay County Park,9,48.02218,-122.728709,0.040019288,-0.101060283,3.70889112,0.816427352,-1.037513507,-0.258518245,-0.030520497,-0.744353038,-0.387436767,-4.167976673,-4.167976673,-4.167976673,-4.167976673,-4.167976673,-4.167976673,-4.232099391,-4.167976673,-1.154208925,-1.154208925,-1.090086207,-4.232099391,-1.346577079,-1.346577079,-1.346577079,-1.346577079,-1.346577079,-1.282454361,-1.346577079,-1.154208925,-1.346577079,-1.282454361,-1.090086207,-4.488590264,-4.488590264,-4.488590264,-4.488590264,-4.424467546,-4.488590264,-1.346577079,-0.705349899,-1.346577079,-1.346577079,-1.346577079,-1.090086207,-3.077890467,-4.167976673,4.93744929,-4.167976673,-4.167976673,10.90086207,-3.077890467,-4.167976673,-4.167976673,-4.167976673,8.335953347,14.10699797,-3.077890467,-4.167976673,-4.167976673,-4.167976673,8.977180527,9.618407708,-3.077890467,-4.167976673,-4.167976673,5.322185598,6.412271805,8.977180527,-1.346577079,-4.488590264,-4.103853955,-1.025963489,-1.154208925,13.46577079,-4.103853955,-1.090086207,-1.154208925,-1.218331643,-1.282454361,-4.488590264,-1.282454361,23.72540568,-1.282454361,-1.346577079,-1.282454361,-1.282454361,-1.346577079,-1.282454361,-1.282454361,2.180172414,2.372540568,2.62903144,1.923681542,-1.282454361,-1.282454361,1.603067951,-1.282454361,3.206135903,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,2.051926978,1.346577079,2.30841785,2.564908722,-1.346577079,3.077890467,1.603067951,-1.282454361,3.013767748,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-1.282454361,-4.488590264,17.95436105,-1.282454361,1.154208925,-1.154208925,7.053498986,10.25963489,-1.282454361
Penn Cove Reference,8.1,48.21423,-122.718972,-2.50E-10,5.55111512312578e-17,5.55111512312578e-17,-2.08E-17,0,-2.50E-10,0,2.49999992929517e-10,-2.78E-17,4.096423499,-3.218618464,-3.218618464,-3.291768883,4.462175597,-3.218618464,-3.291768883,-3.291768883,-1.170406714,-1.170406714,-1.097256294,-3.291768883,-1.316707553,-1.389857973,-1.389857973,-1.389857973,-1.389857973,-1.316707553,-1.389857973,-1.170406714,-1.389857973,-1.316707553,-1.097256294,-3.291768883,-3.291768883,-3.291768883,-3.291768883,-3.218618464,4.023273079,-1.316707553,-0.731504196,-1.389857973,-1.389857973,-1.389857973,-1.097256294,-2.340813428,-3.218618464,5.92518399,-3.218618464,-3.291768883,13.89857973,-2.340813428,-3.218618464,-3.218618464,-3.218618464,8.778050355,10.97256294,-2.340813428,-3.218618464,-3.218618464,-3.218618464,10.24105875,8.778050355,-2.340813428,-3.218618464,-3.218618464,-3.218618464,13.16707553,9.509554551,-1.389857973,-3.291768883,-3.218618464,-1.024105875,-1.170406714,16.82459651,-3.218618464,-1.097256294,-1.170406714,-1.243557134,-1.316707553,-3.291768883,-1.316707553,21.21362169,-1.316707553,-1.389857973,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,1.536158812,1.90191091,1.97506133,-1.316707553,-1.316707553,-1.316707553,1.389857973,-1.316707553,1.97506133,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,1.97506133,1.463008393,2.267663008,2.487114267,-1.316707553,3.364919303,1.536158812,-1.316707553,3.072317624,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-1.316707553,-3.291768883,24.13963848,-1.316707553,2.852866365,1.463008393,10.24105875,24.13963848,-1.316707553
