"","sample_id","latitude","longitude","lat_range","long_range","label","site_name","site_number","reporting_area","geo_group","p450","sod","shell","ci1","ci2","ci3","Analyte.x","Units.x","DryValue.x","Comments.x","p16","Analyte.y","Units.y","DryValue.y","Comments.y","p42","Analyte.x.x","Units.x.x","DryValue.x.x","Comments.x.x","phmw.x","Analyte.y.y","Units.y.y","DryValue.y.y","Comments.y.y","phmw.y","Analyte.x.x.x","Units.x.x.x","DryValue","Comments.x.x.x","pcb","Analyte.y.y.y","Units.y.y.y","plmw","Comments.y.y.y","DryValue_Group"
"189",18,47.94968,-122.30158,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Mukilteo",65,8.2,6,5739407,22.833,0.745,32.817,0.7223,0.0577,"SumPAHs16","ng/g",207.1518271,NA,2,"SumPAHs42_DMNcorrected","ng/g",440.1976325,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"Sum40CBs","ng/g",31.0727741,NA,2,"SumPAHsLMW","ng/g",245.9927946,NA,"2"
"190",19,47.94968,-122.30158,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Mukilteo",65,8.2,6,4215635,1.126,0.845,30.673,0.673,0.0546,"SumPAHs16","ng/g",207.1518271,NA,2,"SumPAHs42_DMNcorrected","ng/g",440.1976325,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"Sum40CBs","ng/g",31.0727741,NA,2,"SumPAHsLMW","ng/g",245.9927946,NA,"2"
"191",20,47.94968,-122.30158,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Mukilteo",65,8.2,6,3759846,1.593,0.82,34.183,0.6939,0.049,"SumPAHs16","ng/g",207.1518271,NA,2,"SumPAHs42_DMNcorrected","ng/g",440.1976325,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"SumPAHsHMW","ng/g",194.2048379,NA,2,"Sum40CBs","ng/g",31.0727741,NA,2,"SumPAHsLMW","ng/g",245.9927946,NA,"2"
"192",210,48.52108,-122.61531,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","N Avenue Park",62,7,4,4597377,0.0025,0.83,31.401,0.6912,0.0463,"SumPAHs16","ng/g",976.8238213,NA,4,"SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",26.5913151,NA,1,"SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"193",211,48.52108,-122.61531,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","N Avenue Park",62,7,4,2521368,10.007,0.64,33.472,0.6989,0.0461,"SumPAHs16","ng/g",976.8238213,NA,4,"SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",26.5913151,NA,1,"SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"194",212,48.52108,-122.61531,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","N Avenue Park",62,7,4,2165448,0.0025,0.84,35.25,0.6594,0.0512,"SumPAHs16","ng/g",976.8238213,NA,4,"SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",26.5913151,NA,1,"SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"195",213,48.52108,-122.61531,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","N Avenue Park",62,7,4,9793068,1.51,0.8,37.39,0.7207,0.0598,"SumPAHs16","ng/g",976.8238213,NA,4,"SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",26.5913151,NA,1,"SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","5"
"196",303,48.255358,-122.507014,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","North Camano",7,8.1,6,7655768,2.472,0.82,35.763,0.7119,0.061,"SumPAHs16","ng/g",63.47931873,NA,1,"SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"Sum40CBs","ng/g",19.0437956,NA,1,"SumPAHsLMW","ng/g",107.9148418,NA,"1"
"197",304,48.255358,-122.507014,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","North Camano",7,8.1,6,9992165,1.531,0.935,37.732,0.7015,0.056,"SumPAHs16","ng/g",63.47931873,NA,1,"SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"Sum40CBs","ng/g",19.0437956,NA,1,"SumPAHsLMW","ng/g",107.9148418,NA,"1"
"198",305,48.255358,-122.507014,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","North Camano",7,8.1,6,6350828,0.0025,0.85,34.214,0.6791,0.0587,"SumPAHs16","ng/g",63.47931873,NA,1,"SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"Sum40CBs","ng/g",19.0437956,NA,1,"SumPAHsLMW","ng/g",107.9148418,NA,"1"
"199",306,48.255358,-122.507014,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","North Camano",7,8.1,6,9006878,16.642,0.955,36.615,0.6635,0.0548,"SumPAHs16","ng/g",63.47931873,NA,1,"SumPAHs42_DMNcorrected","ng/g",165.0462287,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"SumPAHsHMW","ng/g",54.59221411,NA,1,"Sum40CBs","ng/g",19.0437956,NA,1,"SumPAHsLMW","ng/g",107.9148418,NA,"1"
"200",88,48.02218,-122.728709,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Oak Bay County Park",10,9,2,6605220,0.0025,0.925,30.386,0.6657,0.0512,"SumPAHs16","ng/g",47.45081136,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.0699797,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"Sum40CBs","ng/g",30.1376775,NA,2,"SumPAHsLMW","ng/g",102.5963489,NA,"1"
"201",89,48.02218,-122.728709,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Oak Bay County Park",10,9,2,3512019,6.788,0.695,37.969,0.7195,0.0544,"SumPAHs16","ng/g",47.45081136,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.0699797,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"Sum40CBs","ng/g",30.1376775,NA,2,"SumPAHsLMW","ng/g",102.5963489,NA,"1"
"202",90,48.02218,-122.728709,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Oak Bay County Park",10,9,2,5079449,0.0025,0.8,38.642,0.7156,0.0504,"SumPAHs16","ng/g",47.45081136,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.0699797,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"Sum40CBs","ng/g",30.1376775,NA,2,"SumPAHsLMW","ng/g",102.5963489,NA,"1"
"203",91,48.02218,-122.728709,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Oak Bay County Park",10,9,2,4528128,3.694,0.665,34.37,0.6988,0.0533,"SumPAHs16","ng/g",47.45081136,NA,1,"SumPAHs42_DMNcorrected","ng/g",141.0699797,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"SumPAHsHMW","ng/g",33.98504057,NA,1,"Sum40CBs","ng/g",30.1376775,NA,2,"SumPAHsLMW","ng/g",102.5963489,NA,"1"
"204",41,48.21423,-122.718972,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Penn Cove Reference",3,8.1,2,1311133,0.0025,0.735,35.849,0.7101,0.0571,"SumPAHs16","ng/g",64.37236927,NA,1,"SumPAHs42_DMNcorrected","ng/g",160.9309232,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"Sum40CBs","ng/g",24.8711427,NA,1,"SumPAHsLMW","ng/g",109.7256294,NA,"1"
"205",42,48.21423,-122.718972,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Penn Cove Reference",3,8.1,2,NA,14.787,0.9,36.774,0.7169,0.0571,"SumPAHs16","ng/g",64.37236927,NA,1,"SumPAHs42_DMNcorrected","ng/g",160.9309232,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"Sum40CBs","ng/g",24.8711427,NA,1,"SumPAHsLMW","ng/g",109.7256294,NA,"1"
"206",43,48.21423,-122.718972,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Penn Cove Reference",3,8.1,2,5318907,0.0025,0.885,35.516,0.6765,0.0579,"SumPAHs16","ng/g",64.37236927,NA,1,"SumPAHs42_DMNcorrected","ng/g",160.9309232,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"Sum40CBs","ng/g",24.8711427,NA,1,"SumPAHsLMW","ng/g",109.7256294,NA,"1"
"207",44,48.21423,-122.718972,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Penn Cove Reference",3,8.1,2,6420811,0.0025,0.865,31.607,0.6205,0.046,"SumPAHs16","ng/g",64.37236927,NA,1,"SumPAHs42_DMNcorrected","ng/g",160.9309232,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"SumPAHsHMW","ng/g",46.81626856,NA,1,"Sum40CBs","ng/g",24.8711427,NA,1,"SumPAHsLMW","ng/g",109.7256294,NA,"1"
"208",9,47.2619,-122.7376,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Pennrose Point State Park",50,13,1,6149521,1.496,0.675,35.355,0.6691,0.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",10,47.2619,-122.7376,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Pennrose Point State Park",50,13,1,3196587,0.0025,0.68,34.528,0.6655,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",11,47.2619,-122.7376,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Pennrose Point State Park",50,13,1,3680347,0.016,0.9,35.76,0.7072,0.0581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",12,47.2619,-122.7376,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Pennrose Point State Park",50,13,1,4764132,0.064,0.79,32.892,0.6955,0.0539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",110,47.3062,-122.5145,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Point Defiance Ferry",43,11,5,4827148,5.692,0.89,42.331,0.6749,0.0617,"SumPAHs16","ng/g",335.831589,NA,3,"SumPAHs42_DMNcorrected","ng/g",694.8239772,NA,3,"SumPAHsHMW","ng/g",335.831589,NA,2,"SumPAHsHMW","ng/g",335.831589,NA,2,"Sum40CBs","ng/g",48.0586584,NA,3,"SumPAHsLMW","ng/g",370.5727878,NA,"3"
"213",111,47.3062,-122.5145,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Point Defiance Ferry",43,11,5,3461581,0.0025,0.71,35.638,0.6975,0.0541,"SumPAHs16","ng/g",335.831589,NA,3,"SumPAHs42_DMNcorrected","ng/g",694.8239772,NA,3,"SumPAHsHMW","ng/g",335.831589,NA,2,"SumPAHsHMW","ng/g",335.831589,NA,2,"Sum40CBs","ng/g",48.0586584,NA,3,"SumPAHsLMW","ng/g",370.5727878,NA,"3"
"214",112,47.3062,-122.5145,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Point Defiance Ferry",43,11,5,1293754,14.371,0.955,26.107,0.6355,0.0379,"SumPAHs16","ng/g",335.831589,NA,3,"SumPAHs42_DMNcorrected","ng/g",694.8239772,NA,3,"SumPAHsHMW","ng/g",335.831589,NA,2,"SumPAHsHMW","ng/g",335.831589,NA,2,"Sum40CBs","ng/g",48.0586584,NA,3,"SumPAHsLMW","ng/g",370.5727878,NA,"3"
"215",113,47.3062,-122.5145,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Point Defiance Ferry",43,11,5,4083185,4.895,0.725,35.286,0.7232,0.0535,"SumPAHs16","ng/g",335.831589,NA,3,"SumPAHs42_DMNcorrected","ng/g",694.8239772,NA,3,"SumPAHsHMW","ng/g",335.831589,NA,2,"SumPAHsHMW","ng/g",335.831589,NA,2,"Sum40CBs","ng/g",48.0586584,NA,3,"SumPAHsLMW","ng/g",370.5727878,NA,"3"
"216",243,48.12823,-123.45715,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Port Angeles Yacht Club",1,6,2,3480344,133.268,0.6,35.286,0.7232,0.0535,"SumPAHs16","ng/g",1081.85567,NA,4,"SumPAHs42_DMNcorrected","ng/g",1983.402062,NA,4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",57.6989691,NA,4,"SumPAHsLMW","ng/g",781.3402062,"dNPH Surrogate recovery below minimum QA value (60%)","4"
"217",244,48.12823,-123.45715,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Port Angeles Yacht Club",1,6,2,6057021,11.947,0.88,35.683,0.6602,0.0484,"SumPAHs16","ng/g",1081.85567,NA,4,"SumPAHs42_DMNcorrected","ng/g",1983.402062,NA,4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",57.6989691,NA,4,"SumPAHsLMW","ng/g",781.3402062,"dNPH Surrogate recovery below minimum QA value (60%)","4"
"218",245,48.12823,-123.45715,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Port Angeles Yacht Club",1,6,2,6420643,0.0025,0.58,37.331,0.7535,0.0548,"SumPAHs16","ng/g",1081.85567,NA,4,"SumPAHs42_DMNcorrected","ng/g",1983.402062,NA,4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",57.6989691,NA,4,"SumPAHsLMW","ng/g",781.3402062,"dNPH Surrogate recovery below minimum QA value (60%)","4"
"219",246,48.12823,-123.45715,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Port Angeles Yacht Club",1,6,2,6767449,2.855,0.595,33.226,0.6783,0.0486,"SumPAHs16","ng/g",1081.85567,NA,4,"SumPAHs42_DMNcorrected","ng/g",1983.402062,NA,4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",57.6989691,NA,4,"SumPAHsLMW","ng/g",781.3402062,"dNPH Surrogate recovery below minimum QA value (60%)","4"
"220",247,48.12823,-123.45715,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Port Angeles Yacht Club",1,6,2,3322946,11.029,0.805,34.078,0.731,0.0524,"SumPAHs16","ng/g",1081.85567,NA,4,"SumPAHs42_DMNcorrected","ng/g",1983.402062,NA,4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",57.6989691,NA,4,"SumPAHsLMW","ng/g",781.3402062,"dNPH Surrogate recovery below minimum QA value (60%)","4"
"221",248,48.12823,-123.45715,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Port Angeles Yacht Club",1,6,2,1581168,1.226,0.635,37.522,0.7345,0.0553,"SumPAHs16","ng/g",1081.85567,NA,4,"SumPAHs42_DMNcorrected","ng/g",1983.402062,NA,4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"SumPAHsHMW","ng/g",1202.061856,"dNPH Surrogate recovery below minimum QA value (60%)",4,"Sum40CBs","ng/g",57.6989691,NA,4,"SumPAHsLMW","ng/g",781.3402062,"dNPH Surrogate recovery below minimum QA value (60%)","4"
"222",145,47.38566,-122.627255,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy - Dexters",57,13,5,2728430,0.0025,0.895,33.496,0.6827,0.0438,"SumPAHs16","ng/g",68.84158821,NA,1,"SumPAHs42_DMNcorrected","ng/g",149.1567745,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"Sum40CBs","ng/g",32.6997544,NA,2,"SumPAHsLMW","ng/g",91.78878428,NA,"1"
"223",146,47.38566,-122.627255,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy - Dexters",57,13,5,2977245,12.311,0.625,33.536,0.6982,0.0517,"SumPAHs16","ng/g",68.84158821,NA,1,"SumPAHs42_DMNcorrected","ng/g",149.1567745,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"Sum40CBs","ng/g",32.6997544,NA,2,"SumPAHsLMW","ng/g",91.78878428,NA,"1"
"224",147,47.38566,-122.627255,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy - Dexters",57,13,5,3660262,2.297,0.735,21.779,0.5576,0.0297,"SumPAHs16","ng/g",68.84158821,NA,1,"SumPAHs42_DMNcorrected","ng/g",149.1567745,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"Sum40CBs","ng/g",32.6997544,NA,2,"SumPAHsLMW","ng/g",91.78878428,NA,"1"
"225",148,47.38566,-122.627255,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy - Dexters",57,13,5,6464229,0.0025,0.845,37.191,0.7223,0.0537,"SumPAHs16","ng/g",68.84158821,NA,1,"SumPAHs42_DMNcorrected","ng/g",149.1567745,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"SumPAHsHMW","ng/g",57.36799018,NA,1,"Sum40CBs","ng/g",32.6997544,NA,2,"SumPAHsLMW","ng/g",91.78878428,NA,"1"
"226",74,47.386977,-122.6367089,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,3941050,18.935,0.65,37.07,0.7034,0.0494,"SumPAHs16","ng/g",86.16853385,NA,1,"SumPAHs42_DMNcorrected","ng/g",215.4213346,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"Sum40CBs","ng/g",44.9307355,NA,3,"SumPAHsLMW","ng/g",129.2528008,NA,"1"
"227",75,47.386977,-122.6367089,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,6928220,0.818,0.885,37.537,0.6955,0.0579,"SumPAHs16","ng/g",86.16853385,NA,1,"SumPAHs42_DMNcorrected","ng/g",215.4213346,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"Sum40CBs","ng/g",44.9307355,NA,3,"SumPAHsLMW","ng/g",129.2528008,NA,"1"
"228",76,47.386977,-122.6367089,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,2077255,0.0025,0.665,37.174,0.7193,0.0502,"SumPAHs16","ng/g",86.16853385,NA,1,"SumPAHs42_DMNcorrected","ng/g",215.4213346,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"Sum40CBs","ng/g",44.9307355,NA,3,"SumPAHsLMW","ng/g",129.2528008,NA,"1"
"229",77,47.386977,-122.6367089,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,5845804,0.0025,0.82,40.873,0.7041,0.0603,"SumPAHs16","ng/g",86.16853385,NA,1,"SumPAHs42_DMNcorrected","ng/g",215.4213346,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"SumPAHsHMW","ng/g",86.16853385,NA,1,"Sum40CBs","ng/g",44.9307355,NA,3,"SumPAHsLMW","ng/g",129.2528008,NA,"1"
"230",218,47.32598,-122.66724,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Raft Island Park",53,13,1,3992468,0.0025,0.39,37.929,0.6929,0.0603,"SumPAHs16","ng/g",70.35650624,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"Sum40CBs","ng/g",33.0675579,NA,2,"SumPAHsLMW","ng/g",91.46345811,NA,"1"
"231",219,47.32598,-122.66724,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Raft Island Park",53,13,1,5994423,0.0025,0.96,35.76,0.6604,0.0509,"SumPAHs16","ng/g",70.35650624,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"Sum40CBs","ng/g",33.0675579,NA,2,"SumPAHsLMW","ng/g",91.46345811,NA,"1"
"232",220,47.32598,-122.66724,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Raft Island Park",53,13,1,4130787,1.041,0.745,34.605,0.7067,0.0631,"SumPAHs16","ng/g",70.35650624,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"Sum40CBs","ng/g",33.0675579,NA,2,"SumPAHsLMW","ng/g",91.46345811,NA,"1"
"233",221,47.32598,-122.66724,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Raft Island Park",53,13,1,5542261,7.704,0.895,31.704,0.6979,0.0528,"SumPAHs16","ng/g",70.35650624,NA,1,"SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"Sum40CBs","ng/g",33.0675579,NA,2,"SumPAHsLMW","ng/g",91.46345811,NA,"1"
"234",273,47.346537,-122.82236,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Reach Island",39,13,1,7321595,7.314,0.685,34.789,0.7174,0.0564,"SumPAHs16","ng/g",81.73360656,NA,1,"SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"Sum40CBs","ng/g",21.0172131,NA,1,"SumPAHsLMW","ng/g",110.9241803,NA,"1"
"235",274,47.346537,-122.82236,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Reach Island",39,13,1,1911632,10.204,0.665,29.634,0.7315,0.0398,"SumPAHs16","ng/g",81.73360656,NA,1,"SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"Sum40CBs","ng/g",21.0172131,NA,1,"SumPAHsLMW","ng/g",110.9241803,NA,"1"
"236",275,47.346537,-122.82236,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Reach Island",39,13,1,2139153,7.076,0.6,33.17,0.7602,0.0467,"SumPAHs16","ng/g",81.73360656,NA,1,"SumPAHs42_DMNcorrected","ng/g",192.6577869,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"SumPAHsHMW","ng/g",81.73360656,NA,1,"Sum40CBs","ng/g",21.0172131,NA,1,"SumPAHsLMW","ng/g",110.9241803,NA,"1"
