"site_name","avg_value","alpha_chlordane","alpha_hexachlorocyclohexane","aldrin","beta_chlordane","BDE100","BDE153","BDE154","BDE155","BDE183","BDE028","BDE047","BDE049","BDE066","BDE085","BDE099","beta_hexachlorocyclohexane","Br5DE04","Br5DE05","Br6DE01","Br7DE01","PCB101","PCB105","PCB011","PCB110","PCB118","PCB128","PCB138","PCB149","PCB151","PCB153","PCB156","PCB158","PCB017","PCB170","PCB171","PCB177","PCB018","PCB180","PCB183","PCB187","PCB191","PCB194","PCB195","PCB198","PCB199","PCB205","PCB206","PCB208","PCB209","PCB028","PCB031","PCB033","PCB044","PCB049","PCB052","PCB066","PCB070","PCB074","PCB082","PCB087","PCB095","PCB099","cis_nonachlor","dieldrin","Endosulfan_1","hexachlorobenzene","heptachlor","heptachlor_epoxide","gamma_hexachlorocyclohexane","mirex","nonachlor3","opDDD","opDDE","opDDT","Oxychlordane","ppDDD","ppDDE","ppDDT","lipids","acenaphthene","acenaphthylene","anthracene","benz[a]anthracene","benzo[a]pyrene","benzo[b]fluoranthene","benzo[e]pyrene","benzo[k]fluoranthene","benzo[ghi]perylene","C1-benzanthracenes/chrysenes","C1-dibenzothiophenes","C1-fluoranthenes/pyrenes","C1-fluorenes","C1-naphthalenes","C1-phenanthrenes/anthracenes","C2-benzanthracenes/chrysenes","C2-dibenzothiophenes","C2-fluoranthenes/pyrenes","C2-fluorenes","C2-naphthalenes","C2-phenanthrenes/anthracenes","C3-benzanthracenes/chrysenes","C3-dibenzothiophenes","C3-fluoranthenes/pyrenes","C3-fluorenes","C3-naphthalenes","C3-phenanthrenes/anthracenes","C4-benzanthracenes/chrysenes","C4-dibenzothiophenes","C4-fluoranthenes/pyrenes","C4-naphthalenes","C4-phenanthrenes/anthracenes","chrysene","dibenz[a,h]anthracene","dibenzothiophene","2,6-dimethylnaphthalene","1,7-dimethylphenanthrene","fluoranthene","fluorene","indeno[1,2,3-cd]pyrene","1-methylnaphthalene","2-methylnaphthalene","1-methylphenanthrene","3-methylphenanthrene","9-methylphenanthrene","naphthalene","perylene","phenanthrene","pyrene","Retene","2,3,5-trimethylnaphthalene"
"Silverdale, Dyes Inlet",28.2537912375,-1.096651584,-1.02811086,-1.096651584,-1.233733032,-1.233733032,-1.096651584,-1.233733032,-1.233733032,-1.02811086,-1.233733032,2.467466063,-1.233733032,-1.233733032,-1.233733032,1.644977376,0.822488688,-1.233733032,-1.233733032,-1.233733032,-1.02811086,5.620339367,2.536006787,-1.233733032,4.523687783,5.68888009,1.782058824,9.595701357,4.729309955,1.302273756,9.595701357,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,1.850599548,1.37081448,-1.233733032,2.947251131,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,2.330384615,2.330384615,1.644977376,-1.233733032,-1.233733032,2.330384615,1.644977376,2.124762443,-1.233733032,-1.233733032,1.576436652,2.673088235,3.152873303,-1.233733032,1.302273756,-1.096651584,-1.233733032,-1.096651584,-1.096651584,-1.02811086,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,-1.233733032,1.644977376,3.427036199,-1.096651584,NA,-3.564117647,-3.564117647,-3.564117647,6.03158371,-3.289954751,8.224886878,8.910294118,9.595701357,3.495576923,8.224886878,-3.564117647,10.2811086,-3.564117647,4.043902715,20.56221719,6.511368778,-3.564117647,6.854072398,4.866391403,9.595701357,30.84332579,3.975361991,5.414717195,6.648450226,7.539479638,13.7081448,31.52873303,-2.193303167,5.414717195,-3.564117647,6.648450226,21.93303167,17.135181,-3.289954751,-3.495576923,-3.564117647,5.68888009,32.89954751,-3.495576923,-3.289954751,-3.564117647,4.043902715,4.180984163,6.785531674,-3.564117647,26.73088235,-3.289954751,26.04547511,23.30384615,19.87680995,-3.495576923
"Skiff Point",4.778817931,-1.894231023,-1.835036304,-1.894231023,-2.19020462,-2.19020462,-1.953425743,-2.19020462,-2.19020462,-1.775841584,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-1.183894389,-2.19020462,-2.19020462,-2.19020462,-1.775841584,2.959735974,-2.131009901,-2.19020462,2.900541254,3.137320132,-2.19020462,4.735577558,2.663762376,-2.19020462,4.913161716,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.131009901,-2.19020462,-2.131009901,-2.131009901,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.131009901,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.131009901,-2.19020462,-2.131009901,-2.19020462,-1.716646865,-1.894231023,-2.19020462,-1.894231023,-2.012620462,-1.835036304,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,-2.19020462,2.071815182,-1.953425743,NA,-5.682693069,-5.682693069,-5.682693069,17.16646865,-4.853966997,14.20673267,8.287260726,15.39062706,-4.794772277,9.471155116,-5.62349835,18.35036304,-5.62349835,-8.879207921,31.37320132,4.913161716,-5.62349835,8.287260726,5.919471947,11.2469967,43.80409241,-3.906851485,-5.62349835,-5.62349835,7.103366337,15.98257426,32.55709571,-3.906851485,-5.62349835,-5.62349835,9.471155116,24.26983498,28.41346535,-4.853966997,-5.56430363,-5.62349835,9.471155116,59.19471947,-5.56430363,-4.853966997,-8.879207921,-8.879207921,5.682693069,8.287260726,-5.62349835,8.879207921,-4.853966997,44.3960396,29.00541254,31.37320132,-5.62349835
"Smith Cove, Terminal 91",7.5954936,1.950893744,2.536161867,-0.975446872,1.690774578,1.755804369,-0.975446872,-1.105506455,-1.105506455,-0.91041708,-1.105506455,11.05506455,-1.105506455,-1.105506455,-1.105506455,6.502979146,2.145983118,-1.105506455,-1.105506455,-1.105506455,-0.91041708,10.40476663,4.291966236,-1.105506455,9.754468719,9.104170804,2.66622145,16.90774578,9.754468719,2.796281033,16.25744786,1.365625621,1.560714995,1.365625621,1.105506455,-1.105506455,1.755804369,2.536161867,3.836757696,2.015923535,4.356996028,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,-1.105506455,3.381549156,3.316519364,1.885863952,2.341072493,1.950893744,4.617115194,3.186459782,4.031847071,1.755804369,-1.105506455,3.12142999,6.047770606,4.617115194,-1.105506455,3.901787488,-0.975446872,-1.105506455,-0.975446872,-1.040476663,-0.91041708,1.495685204,-1.105506455,7.153277061,-1.105506455,1.495685204,-1.105506455,10.40476663,11.70536246,2.991370407,NA,71.53277061,3.511608739,84.5387289,273.1251241,104.0476663,240.6102284,273.1251241,292.6340616,36.41668322,214.5983118,22.1101291,390.1787488,29.91370407,16.90774578,325.1489573,97.54468719,33.81549156,188.5863952,42.26936445,35.11608739,325.1489573,35.11608739,38.36757696,123.5566038,65.02979146,78.03574975,260.1191658,14.30655412,35.7663853,53.97472691,59.82740814,136.5625621,383.6757696,14.95685204,22.1101291,9.754468719,52.02383317,1170.536246,57.8765144,31.86459782,7.803574975,9.104170804,50.72323734,78.03574975,71.53277061,28.61310824,57.22621648,390.1787488,715.3277061,58.52681231,5.137353525
"Squaxin Island",5.8838335945,-1.165247191,-1.100511236,-1.165247191,-1.294719101,-1.359455056,-1.165247191,-1.359455056,-1.294719101,-1.100511236,-1.359455056,-1.359455056,-1.359455056,-1.359455056,-1.359455056,-1.294719101,-0.712095506,-1.359455056,-1.359455056,-1.359455056,-1.100511236,2.395230337,1.424191011,-1.294719101,2.265758427,2.718910112,-1.294719101,4.143101124,2.071550562,-1.294719101,4.272573034,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,1.424191011,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,1.553662921,1.488926966,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,-1.294719101,1.294719101,-1.359455056,-1.035775281,-1.165247191,-1.294719101,-1.165247191,-1.229983146,-1.100511236,-1.294719101,-1.294719101,-1.359455056,-1.294719101,-1.294719101,-1.359455056,-1.294719101,1.294719101,-1.165247191,NA,-2.589438202,-2.589438202,-2.589438202,3.689949438,-2.006814607,4.207837079,3.042589888,5.308348315,-1.942078652,3.172061798,-2.589438202,5.437820225,-2.589438202,-3.431005618,12.94719101,2.395230337,-2.589438202,3.366269663,-2.589438202,7.120955056,21.36286517,-1.618398876,-2.589438202,-2.589438202,-2.589438202,9.710393258,12.29983146,-1.618398876,-2.589438202,-2.589438202,4.466780899,12.29983146,10.35775281,-1.942078652,-2.524702247,-2.589438202,4.855196629,19.42078652,-2.524702247,-2.006814607,-3.431005618,-3.431005618,2.783646067,3.948893258,-2.589438202,4.402044944,3.948893258,13.59455056,11.65247191,22.65758427,-2.524702247
"Suquamish Stormwater Outfall",5.81921289675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suquamish, Stormwater Outfall",NA,-0.773294931,-0.708853687,-0.773294931,-0.902177419,-0.902177419,-0.773294931,-0.902177419,-0.902177419,-0.708853687,-0.902177419,2.062119816,-0.902177419,-0.902177419,-0.902177419,1.095501152,-0.483309332,-0.902177419,-0.902177419,-0.902177419,-0.708853687,3.093179724,1.997678571,-0.902177419,3.157620968,3.673150922,1.159942396,5.606388249,2.706532258,-0.902177419,5.284182028,-0.902177419,-0.902177419,-0.837736175,-0.837736175,-0.902177419,-0.902177419,1.868796083,0.902177419,-0.837736175,1.353266129,-0.902177419,-0.902177419,-0.837736175,-0.837736175,-0.902177419,-0.837736175,-0.837736175,-0.902177419,-0.902177419,2.319884793,2.513208525,1.67547235,1.159942396,0.902177419,1.804354839,1.159942396,1.611031106,-0.902177419,-0.902177419,1.159942396,1.611031106,1.611031106,-0.902177419,-0.708853687,-0.773294931,-0.902177419,-0.773294931,-0.837736175,-0.708853687,-0.902177419,-0.902177419,-0.902177419,-0.902177419,-0.902177419,-0.902177419,0.902177419,2.319884793,-0.773294931,NA,2.835414747,-2.706532258,5.993035714,14.82148618,2.57764977,10.95501152,6.37968318,12.24383641,-2.448767281,8.377361751,-2.706532258,15.46589862,-2.706532258,7.732949309,25.13208525,4.897534562,2.770973502,7.088536866,4.768652074,10.31059908,28.35414747,-1.67547235,4.704210829,4.704210829,5.47750576,12.24383641,22.55443548,-1.67547235,3.157620968,-2.706532258,7.732949309,14.82148618,25.13208525,-2.448767281,-2.642091014,-2.706532258,6.121918203,52.19740783,3.995357143,-2.448767281,3.222062212,4.317563364,4.833093318,7.732949309,3.80203341,26.42091014,3.157620968,42.5312212,27.06532258,18.04354839,-2.706532258
"Thea Foss Waterway",11.787276174,1.557733598,-1.168300199,-1.233205765,1.427922465,-1.427922465,-1.233205765,-1.427922465,-1.363016899,-1.168300199,-1.427922465,3.959239563,-1.427922465,-1.427922465,-1.427922465,2.661128231,1.233205765,-1.427922465,-1.427922465,-1.427922465,-1.168300199,4.218861829,2.466411531,-1.363016899,4.608295229,4.673200795,-1.427922465,7.139612326,4.089050696,-1.363016899,7.139612326,-1.363016899,-1.427922465,-1.363016899,-1.363016899,-1.363016899,-1.363016899,2.206789264,1.687544732,-1.363016899,2.012072565,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,-1.363016899,2.596222664,2.790939364,1.622639165,1.557733598,-1.363016899,2.336600398,1.752450298,2.596222664,-1.427922465,-1.363016899,1.752450298,2.596222664,1.947166998,-1.427922465,1.233205765,-1.233205765,-1.363016899,-1.233205765,-1.298111332,-1.168300199,-1.427922465,-1.363016899,2.206789264,-1.427922465,-1.427922465,-1.427922465,3.894333996,3.115467197,-1.233205765,NA,12.98111332,-5.062634195,11.68300199,29.85656064,8.437723658,25.31317097,27.26033797,27.26033797,7.788667992,29.85656064,-5.062634195,41.53956262,7.139612326,-4.932823062,53.22256461,27.26033797,9.086779324,29.85656064,12.33205765,20.76978131,84.37723658,15.57733598,14.92828032,27.90939364,16.87544732,31.15467197,103.8489066,-3.115467197,9.73583499,11.03394632,22.71694831,71.39612326,48.03011928,-4.867917495,-4.997728628,-5.062634195,14.92828032,103.8489066,11.68300199,-4.932823062,-4.932823062,-4.932823062,10.38489066,13.63016899,9.73583499,25.31317097,4.997728628,61.0112326,77.88667992,44.13578529,-5.062634195
"Three Tree Point",7.915689936,-1.178230616,-1.119319085,-1.178230616,-1.354965209,-1.354965209,-1.178230616,-1.354965209,-1.354965209,-1.060407555,-1.354965209,2.827753479,-1.354965209,-1.354965209,-1.354965209,1.531699801,-0.70693837,-1.354965209,-1.354965209,-1.354965209,-1.060407555,2.945576541,1.649522863,-1.296053678,2.945576541,3.063399602,-1.354965209,4.654010934,2.356461233,-1.354965209,4.418364811,-1.354965209,-1.354965209,-1.296053678,-1.296053678,-1.354965209,-1.296053678,1.944080517,-1.354965209,-1.296053678,-1.296053678,-1.296053678,-1.296053678,-1.296053678,-1.296053678,-1.354965209,-1.296053678,-1.296053678,-1.296053678,-1.296053678,2.297549702,2.474284294,1.590611332,-1.354965209,-1.354965209,1.708434394,-1.354965209,2.17972664,-1.354965209,-1.296053678,-1.296053678,1.590611332,1.47278827,-1.354965209,1.119319085,-1.178230616,-1.296053678,-1.178230616,-1.237142147,-1.119319085,-1.354965209,-1.354965209,-1.354965209,-1.354965209,-1.354965209,-1.354965209,-1.354965209,2.827753479,-1.178230616,NA,-4.123807157,-4.123807157,-4.123807157,10.60407555,-4.241630219,8.247614314,5.478772366,8.836729622,-4.182718688,7.658499006,-4.064895626,11.78230616,-4.064895626,-4.241630219,21.20815109,5.537683897,-4.064895626,5.537683897,-4.064895626,8.836729622,30.04488072,-3.004488072,-4.064895626,4.712922465,5.77333002,11.78230616,25.92107356,-3.004488072,-4.064895626,-4.064895626,6.48026839,20.02992048,20.61903579,-4.182718688,-4.064895626,-4.064895626,6.48026839,31.81222664,-4.064895626,-4.241630219,-4.241630219,-4.241630219,-4.064895626,5.655506958,-4.064895626,15.90611332,-4.241630219,28.8666501,16.49522863,24.15372763,-4.064895626
"Tulalip Bay",6.25386597883333,-1.10312,-1.10312,-1.10312,-1.297788235,-1.297788235,-1.168009412,-1.297788235,-1.297788235,-1.038230588,-1.297788235,1.752014118,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-0.713783529,-1.297788235,-1.297788235,-1.297788235,-1.038230588,2.465797647,1.687124706,-1.297788235,2.920023529,3.179581176,-1.297788235,4.152922353,1.946682353,-1.297788235,3.763585882,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,2.20624,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.232898824,-1.297788235,-1.297788235,2.465797647,2.530687059,1.687124706,-1.297788235,-1.297788235,1.622235294,-1.297788235,1.881792941,-1.297788235,-1.297788235,-1.297788235,1.427567059,-1.297788235,-1.297788235,1.362677647,-1.10312,-1.297788235,-1.10312,-1.168009412,-1.10312,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,-1.297788235,2.141350588,-1.168009412,NA,-4.477369412,-4.41248,-4.477369412,11.0312,-4.477369412,6.488941176,5.191152941,8.435623529,-4.41248,5.840047059,-4.41248,14.27567059,-4.41248,-4.282701176,26.60465882,-2.855134118,-4.41248,5.061374118,-4.41248,10.38230588,31.79581176,-2.855134118,-4.41248,-4.41248,-4.41248,17.52014118,21.41350588,-2.855134118,-4.41248,-4.41248,9.084517647,-4.41248,18.81792941,-4.477369412,-4.347590588,-4.41248,5.775157647,52.56042353,4.866705882,-4.477369412,-4.282701176,-4.282701176,5.126263529,7.786729412,-4.41248,25.95576471,6.488941176,40.88032941,35.68917647,31.79581176,-4.41248
"Tulalip Reservation",3.7333273055,-0.884269068,-0.884269068,-0.884269068,-1.00217161,-1.00217161,-0.884269068,-1.00217161,-1.00217161,-0.825317797,-1.00217161,1.061122881,-1.00217161,-1.061122881,-1.00217161,-1.00217161,-0.560037076,-1.00217161,-1.00217161,-1.00217161,-0.825317797,1.768538136,1.179025424,-1.00217161,1.945391949,2.00434322,-1.00217161,2.770709746,1.237976695,-1.00217161,2.47595339,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,1.591684322,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,1.768538136,1.886440678,1.237976695,-1.00217161,-1.00217161,1.179025424,-1.00217161,1.709586864,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-1.00217161,-0.825317797,-0.884269068,-1.00217161,-0.884269068,-0.943220339,-0.825317797,-1.00217161,-1.00217161,-1.061122881,-1.00217161,-1.00217161,-1.00217161,-1.00217161,1.296927966,-0.884269068,NA,-3.713930085,-3.654978814,-3.654978814,6.484639831,-3.654978814,5.541419492,4.244491525,7.663665254,-3.596027542,4.185540254,-3.654978814,9.43220339,-3.654978814,-4.185540254,18.86440678,-2.593855932,-3.654978814,4.303442797,-3.654978814,8.253177966,21.22245763,-2.593855932,-3.654978814,-3.654978814,-3.654978814,11.20074153,14.7378178,-2.593855932,-3.654978814,-3.654978814,5.777224576,11.79025424,12.37976695,-3.596027542,-3.596027542,-3.654978814,4.303442797,37.13930085,-3.596027542,-3.654978814,-4.185540254,-4.185540254,-3.654978814,5.895127119,-3.654978814,15.32733051,4.892955508,27.70709746,24.17002119,18.27489407,-3.654978814
"West Bay Park",4.62781235225,-1.349721237,-1.349721237,-1.417207299,-1.552179422,-1.619665484,-1.417207299,-1.619665484,-1.552179422,-1.282235175,-1.619665484,4.993968576,-1.619665484,-1.619665484,-1.619665484,2.969386721,-0.877318804,-1.619665484,-1.619665484,-1.619665484,-1.282235175,4.184135834,2.227040041,-1.552179422,3.846705525,4.454080081,-1.552179422,6.748606183,3.374303092,-1.552179422,6.478661936,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,1.889609731,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,-1.552179422,2.024581855,2.159553979,-1.552179422,-1.552179422,-1.552179422,2.024581855,-1.552179422,2.429498226,-1.552179422,-1.552179422,-1.552179422,2.159553979,2.496984288,-1.619665484,-1.214749113,-1.417207299,-1.552179422,-1.417207299,-1.48469336,-1.349721237,-1.552179422,-1.552179422,-1.619665484,-1.552179422,-1.552179422,-1.619665484,-1.552179422,2.969386721,-1.417207299,NA,6.073745565,-4.656538267,-4.656538267,9.448048657,-4.79151039,10.12290928,7.423466802,12.14749113,-4.724024328,11.47263051,-4.656538267,14.17207299,-4.656538267,-4.589052205,20.24581855,7.423466802,-4.656538267,7.423466802,-4.656538267,8.773188039,26.99442473,-3.374303092,-4.656538267,6.748606183,-4.656538267,12.14749113,23.62012164,-3.374303092,-4.656538267,-4.656538267,5.398884947,31.71844906,16.87151546,-4.724024328,-4.589052205,-4.656538267,4.724024328,39.81677648,-4.589052205,-4.79151039,-4.589052205,-4.589052205,-4.656538267,6.073745565,-4.656538267,16.87151546,26.99442473,27.66928535,34.41789154,51.28940699,-4.656538267
"Williams Olson Park",6.391730801,-1.205012225,-1.144761614,-1.205012225,-1.385764059,-1.385764059,-1.205012225,-1.385764059,-1.325513447,-1.084511002,-1.385764059,1.44601467,-1.385764059,-1.385764059,-1.385764059,-1.325513447,-0.723007335,-1.385764059,-1.385764059,-1.385764059,-1.084511002,3.494535452,1.747267726,-1.325513447,3.012530562,3.615036675,-1.385764059,5.844309291,2.89202934,-1.325513447,5.844309291,-1.325513447,-1.385764059,-1.325513447,-1.325513447,-1.325513447,-1.325513447,1.566515892,-1.325513447,-1.325513447,1.687017115,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,-1.325513447,1.807518337,1.626766504,-1.325513447,-1.325513447,-1.325513447,1.687017115,-1.325513447,1.566515892,-1.385764059,-1.325513447,-1.325513447,1.807518337,1.988270171,-1.385764059,-1.084511002,-1.205012225,-1.325513447,-1.205012225,-1.265262836,-1.144761614,-1.385764059,-1.325513447,-1.385764059,-1.385764059,-1.385764059,-1.385764059,-1.325513447,2.169022005,-1.205012225,NA,-3.494535452,-3.494535452,-3.494535452,7.832579462,-2.711277506,10.24260391,7.832579462,11.44761614,-2.651026895,5.543056235,-3.494535452,11.44761614,-3.494535452,-4.639297066,19.2801956,3.253533007,-3.494535452,5.723808068,3.615036675,7.23007335,28.9202934,-2.169022005,-3.494535452,4.097041565,4.277793399,12.05012225,20.48520782,-2.169022005,-3.494535452,-3.494535452,7.832579462,12.65262836,17.47267726,-2.711277506,-3.434284841,-3.494535452,5.844309291,42.77793399,-3.434284841,-2.711277506,-4.639297066,-4.579046455,3.976540342,5.964810513,-3.494535452,4.8200489,-2.711277506,25.90776284,26.51026895,16.26766504,-3.434284841
